Degree	GPA	modules
1	3.141764713900523	CS5237,CS4351,CS3242,CS6241,CS4235,CS4243,CS6206,CS3249,CS5240,CS3247,CS4247,CS3240
1	3.326541454177451	CS5234,CS4231,CS5236,CS3236,CS6234,CS5230,CS3225,CS2220,CS5237,CS3233,CS4257,CS5238
1	3.0383368760829805	CS5340,CS6208,CS4246,CS6222,CS6220,CS5425,CS5339,CS5215,BT5110,CS4243,CS5242,CS5478,CS4278,CS5344
1	3.5111795665495893	CS3284,CS4347,CS4241,CS5342,CS4248,CS6240,CS5241,CS4235,CS6206,CS5345,CS5246,CS4242,CS3283,CS3245,CS5249
0	3.7487761672306363	CS5234,CS5330,CS4234,CS4231,CS4232,CS3236,CS6234,CS5230,CS3225,CS2220,CS5237,CS5238,CS3233,CS4257,CS5236
1	3.88000797425412	CS5234,CS4234,CS3230,CS4236,CS4231,CS4232,CS5230,CS6234,CS3225,CS5237,CS5238,CS3233,CS5236
1	3.951445662056862	CS5250,CS6270,CS3211,CS5223,CS4231,CS3281,CS2281,CS3220,CS5233,CS5424,CS2100,CS5224,CS4237,CS4223,CS6211
1	3.821871813897665	CS2105,CS6270,CS5321,CS4226,CS3282,CS5229,CS4231,BT5110,CS3281,CS5422,CS5242,CS5424,CS5248,CS4220,CS6211
0	3.222890294691187	CS3284,CS2113,CS6270,CS3219,CS3211,CS3283,CS4345,CS4880,CS3202,CS6280,CS3216,CS2100,CS5272,CS4211,CS3203
1	3.3543819435299094	CS5346,CS6220,CS3223,CS6213,BT5110,CS4225,CS4221,CS5344,CS6280,CS2220,CS2102,CS4220,CS5322
0	2.045674854963287	CS5237,CS3242,CS6243,CS4240,CS3218,CS4235,CS4243,CS5343,CS6206,CS4249,CS3249,CS5240,CS3241,CS3240
0	4.203661994830426	CS5218,CS3234,CS5219,CS4215,CS5215,CS4212,CS5214,CS2104,CS3212,CS6215,CS5271,CS6202
0	3.0658282751937005	CS5218,CS3211,CS5219,CS4215,CS4212,CS5215,CS5214,CS4216,CS3212,CS6202,CS4214
1	3.8555042572047697	CS4271,CS2107,CS3235,CS4239,CS5439,CS6209,CS4236,CS5231,CS4238,CS5332,CS6230,CS5476,CS4257,CS6211
0	4.08067784390038	CS5234,CS4350,CS4240,CS3218,CS6241,CS4235,CS4243,CS5343,CS4249,CS3249,CS3247,CS5237,CS5238,CS3233,CS5236
1	4.832022036341671	CS5234,CS5330,CS4234,CS3230,CS4231,CS4232,CS3236,CS6234,CS3225,CS2220,CS5237,CS3233,CS4257,CS5236
0	3.4128036137544617	CS5340,CS6222,CS4351,CS4350,CS6220,CS3242,CS4222,CS6270,CS4240,CS4231,CS5345,CS5233,CS5246,CS4247,CS4244
1	3.7666356048276812	CS6270,CS3282,CS5223,CS6213,CS4231,CS3281,CS3210,CS5224,CS2100,CS4237,CS4223,CS6211
0	2.165887264867156	CS4220,CS6220,CS6213,CS3223,CS4225,BT5110,CS5424,CS6280,CS5228,CS2220,CS6203,CS5346,CS4224,CS5226,CS5344
0	3.225311476054199	CS3284,CS4239,CS3219,CS3234,CS3282,CS3882,CS3217,CS3271,CS4218,CS4880,CS6280,CS5271,CS2103,CS3205,CS3203
1	3.0007885891721164	CS2105,CS4222,CS6205,CS3282,CS5229,CS5223,CS4231,CS6213,CS3281,CS5422,CS3237,CS5233,CS2100,CS5424,CS4237
0	2.1040013856002173	CS4241,CS3242,CS6243,CS3218,CS4235,CS4243,CS6206,CS5343,CS4249,CS5246,CS3249,CS3241,CS4247,CS5240,CS3240
0	3.8598138289183894	CS2105,CS6270,CS6205,CS3103,CS5229,CS6213,CS4231,CS4344,CS3220,CS3237,CS5248,CS5424,CS4237,CS6211
0	3.096660866714171	CS3284,CS3201,CS2113,CS4239,CS3234,CS3271,CS4211,CS5232,CS4218,CS3202,CS3226,CS5271,CS3216,CS3283,CS3205
0	4.464238895014793	CS4222,CS4226,CS3282,CS3103,CS5229,CS6213,CS6204,CS3281,CS4344,CS3220,CS5424,CS5248,CS2100,CS4237,CS6211
1	3.5755275417922148	CS5218,CS3234,CS3211,CS5219,CS5215,CS4216,CS4215,CS2104,CS6207,CS3212,CS6202,CS3245,CS4214
1	3.899275294991014	CS4245,CS4347,CS3284,CS5346,CS4248,CS5342,CS6240,CS6212,CS5345,CS5246,CS5244,CS4242,CS3245
0	3.6556403112179714	CS4271,CS2107,CS5439,CS6209,CS4236,CS5231,CS5332,CS6230,CS5476,CS3221,CS6211,CS6231,CS5322
1	3.170365591421745	CS3284,CS4245,CS4347,CS4241,CS6240,CS5241,CS5345,CS4235,CS5246,CS2108,CS3245,CS5244,CS5346,CS5342,CS5249
0	3.9105251531079532	CS5237,CS4351,CS3242,CS6243,CS6241,CS4235,CS4243,CS6206,CS5343,CS4249,CS3249,CS5240,CS5246,CS4247,CS3247
0	4.250912214930853	CS3284,CS4347,CS4241,CS6240,CS4235,CS5241,CS6207,CS5345,CS2108,CS4242,CS5249,CS5244,CS5346,CS5342,CS3245
0	3.444106730128446	CS4271,CS4351,CS4240,CS6243,CS3218,CS4243,CS6206,CS5343,CS5246,CS3249,CS5240,CS4249,CS4247,CS3241,CS5237
1	3.400759919353276	CS2105,CS4350,CS3242,CS3282,CS6243,CS3218,CS4231,CS6241,CS3281,CS4243,CS3249,CS2100,CS3241,CS5248,CS4247
0	3.154319720708226	CS4246,CS6244,CS6220,CS3243,CS4248,CS5425,CS5339,BT5110,CS5344,CS4243,CS6207,CS4220,CS4244,CS4278,CS5478
0	3.894965141872844	CS3201,CS2113,CS3217,CS3281,CS3271,CS5232,CS4218,CS4880,CS3226,CS5271,CS2103,CS3216,CS3283,CS3203,CS3205
0	4.892294233682479	CS2105,CS6270,CS6205,CS5321,CS3282,CS3103,CS5223,CS6213,CS5229,CS5422,CS4344,CS3220,CS5233,CS2100,CS6211
1	3.7440735798918485	CS5340,CS6222,CS6244,CS4220,CS5215,CS5425,CS6207,CS5242,CS3244,CS5228,CS5478,CS4244,CS5344
0	3.00163494305692	CS5237,CS4351,CS3242,CS4240,CS3218,CS6241,CS4235,CS4243,CS6206,CS5343,CS3249,CS3241,CS4247,CS3247,CS5478
0	4.682951462529008	CS3234,CS3211,CS4216,CS4212,CS5215,CS5219,CS2104,CS3212,CS6215,CS6202,CS4214
1	3.6768048024540825	CS4220,CS6213,CS5425,CS4221,CS5424,CS6280,CS5228,CS2102,CS2220,CS6203,CS5346,CS4224,CS5226
1	3.836022497625407	CS2105,CS4222,CS5321,CS6270,CS6205,CS3103,CS6204,CS6213,CS3281,CS5422,CS4344,CS3220,CS5424,CS5248,CS6211
0	3.7826914832960723	CS5218,CS3234,CS3211,CS5219,CS4215,CS4212,CS4216,CS5214,CS2104,CS3212,CS5271,CS6202,CS4214
0	4.57447450051733	CS3284,CS4271,CS6222,CS6208,CS3219,CS3882,CS3217,CS5232,CS4218,CS3202,CS3226,CS2103,CS5272,CS4211,CS3203
0	3.585680208834937	CS4245,CS3284,CS4241,CS4248,CS6240,CS4235,CS6212,CS5345,CS5241,CS5246,CS5244,CS5346,CS3283,CS3245,CS5249
1	3.8005041075937704	CS4245,CS4347,CS3284,CS4241,CS6240,CS5345,CS6207,CS6206,CS5246,CS4242,CS2108,CS5244,CS5346,CS3283
1	2.2918798015532555	CS5239,CS4220,CS6220,CS3223,CS6213,CS5344,CS4221,CS2281,CS5424,CS5228,CS2102,CS5346,CS4224,CS5226,CS5322
1	3.185621384484175	CS4347,CS4241,CS4257,CS6212,CS4238,CS5332,CS2108,CS5246,CS5476,CS5345,CS6207,CS5346,CS3283,CS3245,CS5249
1	4.3380494171449655	CS5237,CS4351,CS3235,CS5439,CS4239,CS5331,CS4236,CS3218,CS6241,CS5343,CS6230,CS5476,CS3240,CS6231,CS5322
0	3.036916300335168	CS2105,CS3282,CS5229,CS3103,CS5223,CS6204,CS3281,CS6241,CS4235,CS4243,CS4344,CS5248,CS4247,CS4237,CS6211
1	3.8410570856608284	CS4234,CS3230,CS4232,CS5236,CS5230,CS6234,CS3225,CS2220,CS5237,CS3233,CS5238
1	3.839858402174282	CS6220,CS3223,CS6213,BT5110,CS4225,CS4221,CS5424,CS6203,CS2220,CS3225,CS2102,CS4220,CS4224,CS5226
0	3.2919036388967915	CS3201,CS4239,CS3219,CS3282,CS3882,CS3283,CS3271,CS4880,CS4218,CS3202,CS6280,CS3226,CS5272,CS3216,CS4211
1	3.796194802599741	CS5218,CS3234,CS3211,CS4216,CS5215,CS4212,CS4215,CS5214,CS2104,CS6215,CS5271,CS6202,CS4214
1	3.8865334982902864	CS3284,CS3201,CS2113,CS3219,CS3234,CS3282,CS3283,CS3281,CS5232,CS3202,CS6280,CS2103,CS5272,CS3205
1	3.453382581841628	CS6270,CS3282,CS3211,CS4231,CS4345,CS2281,CS5222,CS3220,CS5224,CS5424,CS2100,CS4237,CS2106,CS4223
1	3.5938788093286633	CS3284,CS4347,CS4241,CS4248,CS5342,CS6240,CS4235,CS5241,CS6206,CS6212,CS2108,CS4242,CS5346,CS3245
1	3.088007261806754	CS5321,CS6270,CS6205,CS4226,CS5322,CS6213,CS4231,CS3237,CS5424,CS6280,CS3241,CS4220,CS4224,CS5226,CS5344
1	3.0605404778748766	CS5340,CS4246,CS3243,CS5215,CS5339,BT5110,CS4243,CS5242,CS5345,CS5228,CS4220,CS4244,CS4278,CS5344
0	3.561440861521789	CS5218,CS3234,CS4216,CS4212,CS5215,CS4215,CS5214,CS5219,CS2104,CS3212,CS6215,CS5271
1	3.2399144432526397	CS4271,CS4239,CS3235,CS5439,CS5331,CS6209,CS4236,CS4238,CS5332,CS6230,CS3221,CS6231,CS5322
0	3.671808655714958	CS6208,CS4246,CS6244,CS6220,CS6222,CS3243,CS4248,CS5425,CS5339,CS4243,CS5242,CS6207,CS3244,CS5478,CS4278
0	3.384114798331493	CS5218,CS3234,CS3211,CS4216,CS4215,CS4212,CS5214,CS2104,CS3212,CS6215,CS5271,CS6202,CS4214
1	4.624074153835781	CS5218,CS3234,CS3211,CS5219,CS4215,CS4212,CS4216,CS5215,CS5214,CS2104,CS6215,CS6202,CS4214
0	3.910149958060212	CS6220,CS5425,CS3223,CS6213,CS4221,CS5424,CS6280,CS5228,CS6203,CS2102,CS5346,CS4224,CS5226,CS5322
0	3.213310965268919	CS5234,CS4234,CS3230,CS4231,CS4232,CS6234,CS5230,CS3225,CS2220,CS3233,CS4257,CS5236
0	3.0334929746112005	CS4234,CS3219,CS3234,CS3283,CS3882,CS4231,CS4232,CS5232,CS4218,CS4880,CS3202,CS3236,CS6280,CS5271,CS3205
0	3.9901660676165074	CS3201,CS3219,CS3234,CS3282,CS3882,CS3217,CS3283,CS4880,CS4218,CS3202,CS3216,CS5271,CS2103,CS5272,CS3205
1	1.7561099685459909	CS4271,CS4239,CS2107,CS5439,CS5331,CS4257,CS5322,CS4236,CS5231,CS5332,CS6230,CS5476,CS3221,CS6231,CS6211
0	4.051687938044601	CS5340,CS6222,CS4246,CS3243,CS5215,CS5425,CS5339,CS5345,CS6207,CS5242,CS3244,CS5228,CS4220,CS4244,CS5478
1	3.1431679268877306	CS4271,CS6231,CS2107,CS4239,CS5439,CS5331,CS6209,CS4236,CS5231,CS5332,CS5476,CS6211,CS4257,CS3221
0	4.925411462647775	CS3211,CS5219,CS4212,CS5215,CS4215,CS5214,CS2104,CS6215,CS5271,CS6202,CS4214
0	3.5299313491135695	CS3284,CS4271,CS2113,CS3201,CS3282,CS3217,CS4880,CS4218,CS5271,CS2103,CS5272,CS3216,CS4211,CS3203,CS3205
0	3.1705827049089743	CS3284,CS3201,CS3219,CS3234,CS3282,CS3882,CS3217,CS3271,CS3281,CS5232,CS4880,CS6280,CS2103,CS5272,CS3283
1	1.5419465075540058	CS5340,CS4246,CS6222,CS6244,CS6220,CS3243,CS5339,CS5215,BT5110,CS4243,CS6207,CS5228,CS5478,CS4244,CS5344
1	3.7587447534460483	CS4245,CS4347,CS3284,CS4248,CS6240,CS4235,CS6212,CS6207,CS5246,CS2108,CS6203,CS5244,CS5346,CS3245,CS5249
1	4.529881553073181	CS5340,CS6208,CS6244,CS6220,CS3243,CS5215,CS5425,BT5110,CS5339,CS4243,CS6207,CS5228,CS4220,CS4244,CS5344
0	3.5801374670438544	CS5340,CS6208,CS4246,CS6244,CS6222,CS4248,CS5215,CS5339,CS5345,CS6207,CS3244,CS5228,CS5478,CS4278,CS5344
0	2.474090685643882	CS5218,CS3234,CS3211,CS5219,CS4212,CS5215,CS5214,CS3212,CS6215,CS4247,CS5237,CS4214
0	3.5245551844709047	CS5234,CS5330,CS4234,CS3230,CS4231,CS4232,CS3236,CS6234,CS5230,CS3225,CS5237,CS5238,CS4257,CS5236
1	2.409836795369178	CS5234,CS5330,CS3230,CS4231,CS4232,CS5236,CS6234,CS5230,CS5237,CS3233,CS5238
0	3.1288537404291437	CS4271,CS3284,CS4239,CS2113,CS3219,CS3234,CS3217,CS4218,CS4880,CS3202,CS6280,CS3216,CS2103,CS5272,CS3205
0	3.108411208715469	CS4350,CS4351,CS4240,CS3240,CS3218,CS6241,CS4243,CS5343,CS6207,CS4249,CS3247,CS6206,CS3241,CS4247,CS5237
1	2.510287068174605	CS4271,CS2107,CS3235,CS4239,CS5439,CS5331,CS6209,CS5322,CS4236,CS5231,CS4238,CS5332,CS6230,CS3221,CS6211
0	4.749784687989852	CS5340,CS6208,CS4246,CS6244,CS6220,CS4220,CS5425,CS5215,BT5110,CS4243,CS5242,CS3244,CS5228,CS5478
1	3.465262456681022	CS2105,CS4222,CS6270,CS6205,CS4226,CS3282,CS3103,CS5223,CS4231,CS3237,CS5424,CS2100,CS5233,CS4237,CS6211
1	3.2706132408346944	CS5234,CS4350,CS5330,CS3230,CS4231,CS3218,CS6241,CS4243,CS6206,CS4249,CS6234,CS3249,CS3225,CS3247,CS5237
0	3.9920503847466287	CS5346,CS6220,CS5425,CS4225,BT5110,CS3223,CS4221,CS6280,CS5228,CS2220,CS2102,CS4220,CS4224,CS5226,CS5344
1	2.165455680163215	CS5239,CS5250,CS3211,CS5223,CS4231,CS6213,CS3281,CS3210,CS5222,CS5424,CS5224,CS4237,CS2106,CS4223,CS6211
1	3.8672476841722414	CS4234,CS3230,CS4231,CS5230,CS6234,CS2220,CS5237,CS4257,CS5238
0	3.2675407095242415	CS5218,CS3211,CS5219,CS5215,CS4212,CS5214,CS2104,CS3212,CS6215,CS5271,CS6202,CS4214
1	3.0168671633568906	CS4271,CS3235,CS5439,CS5331,CS6209,CS4257,CS5231,CS4238,CS5332,CS3221,CS6211,CS6231,CS5322
0	3.2093632507944867	CS5321,CS6205,CS3282,CS5229,CS3103,CS4231,CS3281,CS4344,CS5422,CS3220,CS5424,CS2100,CS5233,CS4237,CS6211
0	4.97514261842407	CS4351,CS4240,CS6243,CS6241,CS4235,CS6206,CS5343,CS5246,CS3247,CS3241,CS3240
0	2.8381857377571436	CS4351,CS3242,CS4240,CS3240,CS6243,CS6241,CS4235,CS4243,CS6206,CS4249,CS3249,CS5246,CS4247,CS3247
0	3.56781001798592	CS4220,CS6220,CS3223,CS4225,BT5110,CS4221,CS5424,CS6280,CS5228,CS2102,CS2220,CS5346,CS4224,CS5226,CS5344
1	2.3452667401191687	CS4350,CS4351,CS4240,CS3240,CS4235,CS4243,CS5343,CS6206,CS5246,CS4249,CS5240,CS3241,CS4247,CS3247,CS5237
1	4.1490752262286135	CS5218,CS3234,CS3211,CS5219,CS4212,CS4215,CS5215,CS5214,CS2104,CS3212,CS6215,CS5271
0	3.714985661771069	CS6220,CS4225,CS3223,BT5110,CS6213,CS5425,CS4221,CS5424,CS6280,CS5228,CS2102,CS2220,CS4220,CS4224,CS5322
0	3.0996613597141507	CS4246,CS6244,CS6220,CS5250,CS4248,CS5425,CS4243,CS6207,CS5242,CS5233,CS5224,CS3244,CS5228,CS5478,CS5344
1	3.9086313708067304	CS2105,CS6270,CS5321,CS4226,CS5229,CS3103,CS4231,CS3281,CS5422,CS3237,CS5424,CS5233,CS6211
0	3.6570270613114837	CS5218,CS5330,CS4234,CS3230,CS4216,CS5215,CS4212,CS4232,CS5236,CS2104,CS5230,CS5271,CS5237,CS4214,CS5238
1	3.272662552036342	CS5239,CS5223,CS6213,CS4345,BT5110,CS5344,CS2281,CS5222,CS3220,CS5224,CS4237,CS5346,CS2106,CS4223,CS6211
0	3.0211803449589203	CS5234,CS5330,CS3230,CS4231,CS4232,CS5236,CS5230,CS6234,CS3225,CS2220,CS5237,CS3233,CS4257,CS5238
1	3.9556610119152142	CS2105,CS4226,CS3282,CS5229,CS5223,CS4231,CS6204,CS3281,CS4344,CS3237,CS5233,CS3220,CS5248,CS4237,CS6211
0	3.268136289485816	CS4271,CS2107,CS5250,CS3235,CS5322,CS4236,CS5231,CS5332,CS5424,CS3220,CS5224,CS5476,CS4257,CS3221
1	2.833317316375116	CS6220,CS5322,CS5425,CS3223,CS6213,BT5110,CS4221,CS6280,CS2102,CS2220,CS4220,CS4224,CS5226,CS5344
0	3.010060860913155	CS5234,CS5330,CS4234,CS3230,CS4216,CS4232,CS5214,CS3236,CS3212,CS6234,CS3225,CS5237,CS5238,CS5236
1	3.736316226266028	CS3284,CS4347,CS4245,CS4241,CS4248,CS6240,CS4235,CS6212,CS6207,CS6206,CS5246,CS4242,CS5346,CS5342,CS3245
0	4.247150939825123	CS3284,CS3201,CS2113,CS4271,CS3234,CS3282,CS3882,CS4211,CS3281,CS5232,CS4880,CS3226,CS5271,CS3205,CS3203
1	3.3457065993414754	CS6270,CS5250,CS4231,CS6213,CS3281,CS4345,CS3210,CS2281,CS3220,CS5233,CS5222,CS2100,CS5224,CS5424,CS4237
0	4.20630484266931	CS5234,CS5330,CS4234,CS3230,CS4231,CS4232,CS5230,CS6234,CS5237,CS5238,CS5236
0	2.3802340930837724	CS6222,CS5239,CS5339,BT5110,CS5345,CS6207,CS5222,CS5424,CS2100,CS4243,CS3220,CS4220,CS4244,CS4278,CS5344
0	3.8033857677766214	CS5321,CS6270,CS6205,CS3283,CS5229,CS6204,CS3217,CS4218,CS4344,CS3237,CS5248,CS3226,CS6280,CS3205,CS6211
1	3.8514802558394736	CS4245,CS4347,CS4241,CS4248,CS5342,CS6212,CS5345,CS5246,CS4242,CS5346,CS3283,CS3245,CS5249
0	3.3230677701107343	CS4350,CS5218,CS3234,CS4216,CS5215,CS4215,CS4212,CS3240,CS4235,CS2104,CS3212,CS6215,CS5271,CS5237,CS4214
