,crypto,url,date,id,username,content,text_length,content_processed,polarity,subjectivity,label,text_processed_length,tweet_num,score,magnitude,google_language,google_entities,google_categories
10,bitcoin,https://twitter.com/FT/status/697569997044973573,2016-02-10 23:57:02+00:00,697569997044973573,FT,"'If there's no cash, criminals will simply switch over to Bitcoin.' - Join our debate on scrapping cash https://t.co/aCebm2HYxn",127,theres cash criminals simply switch bitcoin  join debate scrapping cash ,0.0,0.35714285714285715,3,72,196,-0.5,1.100000023841858,en,"OTHER,PERSON",
11,bitcoin,https://twitter.com/WSJ/status/697590642474618882,2016-02-11 01:19:04+00:00,697590642474618882,WSJ,Marketing defense: PayPal blocks a bitcoin-inspired parody of its Super Bowl 50 ad https://t.co/NBKOqSTXPt,106,marketing defense paypal blocks bitcoininspired parody super bowl  ad ,0.3333333333333333,0.6666666666666666,4,70,35,0.10000000149011612,0.10000000149011612,en,"OTHER,NUMBER,EVENT,WORK_OF_ART,ORGANIZATION",
12,bitcoin,https://twitter.com/business/status/697619890778324992,2016-02-11 03:15:17+00:00,697619890778324992,business,A core bitcoin developer is offering coder-for-hire services specializing in the blockchain https://t.co/nWzRaL5KN0 https://t.co/iiXuSNx0zg,139,core bitcoin developer offering coderforhire services specializing blockchain  ,0.0,0.0,3,79,124,0.0,0.0,en,"OTHER,ORGANIZATION",
13,bitcoin,https://twitter.com/FT/status/697813916936704002,2016-02-11 16:06:17+00:00,697813916936704002,FT,Bitcoin threatened by software schism https://t.co/qJLW11dihZ,61,bitcoin threatened software schism ,0.0,0.0,3,35,195,-0.699999988079071,0.699999988079071,en,OTHER,
14,bitcoin,https://twitter.com/FT/status/697836752657055744,2016-02-11 17:37:01+00:00,697836752657055744,FT,A schism among software developers that threatens the future of bitcoin has broken into the open https://t.co/7vit6Xbjp9,120,schism among software developers threatens future bitcoin broken open ,-0.13333333333333333,0.3416666666666666,2,70,194,-0.800000011920929,0.800000011920929,en,"OTHER,PERSON,NUMBER",
15,bitcoin,https://twitter.com/FT/status/697854376518537216,2016-02-11 18:47:03+00:00,697854376518537216,FT,Is bitcoin at risk of hitting a wall? https://t.co/0Z4072joVx https://t.co/URZJlmGQBa,85,bitcoin risk hitting wall  ,0.0,0.0,3,27,193,0.0,0.5,en,"OTHER,NUMBER",
16,bitcoin,https://twitter.com/FT/status/698168704153034752,2016-02-12 15:36:05+00:00,698168704153034752,FT,"Bitcoin forks out, Indy closes, India Facebook fears. In Friday's #techFT- sign up at https://t.co/YxbLH8o3Dd https://t.co/VBasRHpnhi",133,bitcoin forks indy closes india facebook fears fridays  sign  ,0.0,0.0,3,62,192,-0.30000001192092896,0.699999988079071,en,"OTHER,LOCATION,ORGANIZATION",/Finance/Investing/Currencies & Foreign Exchange
17,bitcoin,https://twitter.com/business/status/698922529717686272,2016-02-14 17:31:31+00:00,698922529717686272,business,A core bitcoin developer is offering coder-for-hire services specializing in the blockchain https://t.co/nWzRaL5KN0 https://t.co/azLGD6ts1M,139,core bitcoin developer offering coderforhire services specializing blockchain  ,0.0,0.0,3,79,123,0.0,0.0,en,"OTHER,ORGANIZATION",
18,bitcoin,https://twitter.com/WSJ/status/699467783524974592,2016-02-16 05:38:09+00:00,699467783524974592,WSJ,"IBM plans to test its own version of software underpinning the Bitcoin digital currency
https://t.co/Wgupc4JcEn https://t.co/mFIc9kBYTz",135,ibm plans test version software underpinning bitcoin digital currency  ,0.0,0.0,3,71,34,0.0,0.0,en,"OTHER,WORK_OF_ART,CONSUMER_GOOD,ORGANIZATION",
19,bitcoin,https://twitter.com/WSJ/status/699543751526580224,2016-02-16 10:40:01+00:00,699543751526580224,WSJ,IBM plans to test its own version of software underpinning the Bitcoin digital currency https://t.co/DhvPrRBRse,111,ibm plans test version software underpinning bitcoin digital currency ,0.0,0.0,3,70,33,0.0,0.0,en,"OTHER,WORK_OF_ART,CONSUMER_GOOD,ORGANIZATION",
20,bitcoin,https://twitter.com/business/status/701428995083083776,2016-02-21 15:31:19+00:00,701428995083083776,business,A core bitcoin developer is offering coder-for-hire services specializing in the blockchain https://t.co/nWzRaL5KN0 https://t.co/JBvdJyNrzi,139,core bitcoin developer offering coderforhire services specializing blockchain  ,0.0,0.0,3,79,122,0.0,0.0,en,"OTHER,ORGANIZATION",
21,bitcoin,https://twitter.com/FT/status/707721387608301568,2016-03-10 00:15:02+00:00,707721387608301568,FT,Bitcoin's magic is wearing off https://t.co/yxz7WbBSZK https://t.co/7oWC7kOUgs,78,bitcoins magic wearing  ,0.5,1.0,5,24,191,0.0,0.0,en,"OTHER,NUMBER",
22,bitcoin,https://twitter.com/nytimes/status/714455531121934336,2016-03-28 14:14:07+00:00,714455531121934336,nytimes,"Bitcoin has struggled, but a rival virtual currency called Ethereum has climbed 1,000% over the past 3 three months https://t.co/TUZYMCAdxg",139,bitcoin struggled rival virtual currency called ethereum climbed  past  three months ,-0.25,0.25,2,85,145,0.0,0.0,en,"OTHER,NUMBER",/Finance/Investing/Currencies & Foreign Exchange
23,bitcoin,https://twitter.com/nytimes/status/714706389478801409,2016-03-29 06:50:56+00:00,714706389478801409,nytimes,"Bitcoin has struggled, but a rival virtual currency called Ethereum has climbed 1,000% over the past 3 three months https://t.co/HCwmh9ylgt",139,bitcoin struggled rival virtual currency called ethereum climbed  past  three months ,-0.25,0.25,2,85,144,0.0,0.0,en,"OTHER,NUMBER",/Finance/Investing/Currencies & Foreign Exchange
24,bitcoin,https://twitter.com/WSJ/status/714824944828461057,2016-03-29 14:42:02+00:00,714824944828461057,WSJ,Bitcoin technology’s next big test: Trillion-dollar repo market https://t.co/rjskFFtEx3 🔓,89,bitcoin technologys next big test trilliondollar repo market  ,0.0,0.05,3,62,32,0.0,0.0,en,OTHER,
25,bitcoin,https://twitter.com/FT/status/715950627017396225,2016-04-01 17:15:05+00:00,715950627017396225,FT,Why Bitcoin users are getting ready for a big reveal https://t.co/ZCKiI9aC0H https://t.co/sAf6OjO6v0,100,bitcoin users getting ready big reveal  ,0.1,0.3,4,40,190,-0.699999988079071,0.699999988079071,en,"OTHER,PERSON",
26,bitcoin,https://twitter.com/FT/status/716031148497977345,2016-04-01 22:35:03+00:00,716031148497977345,FT,Why Bitcoin users are getting ready for a big reveal https://t.co/Iv00SiqxZ4 https://t.co/VwSbyXvr55,100,bitcoin users getting ready big reveal  ,0.1,0.3,4,40,189,-0.699999988079071,0.699999988079071,en,"OTHER,PERSON",
27,bitcoin,https://twitter.com/nytimes/status/717642021700300801,2016-04-06 09:16:05+00:00,717642021700300801,nytimes,"Britain's top financial regulator has granted an electronic money license to Circle, a company that uses Bitcoin https://t.co/VyKyhjlBYm",136,britains top financial regulator granted electronic money license circle company uses bitcoin ,0.25,0.25,4,94,143,-0.20000000298023224,0.20000000298023224,en,"OTHER,LOCATION,ORGANIZATION","/Finance/Investing,/Business & Industrial"
28,bitcoin,https://twitter.com/FT/status/717649535552634880,2016-04-06 09:45:57+00:00,717649535552634880,FT,Barclays partners with bitcoin payments app https://t.co/0lI9cxNuDL,67,barclays partners bitcoin payments app ,0.0,0.0,3,39,188,0.0,0.0,en,"OTHER,CONSUMER_GOOD,NUMBER,ORGANIZATION",
29,bitcoin,https://twitter.com/business/status/717715711263694848,2016-04-06 14:08:54+00:00,717715711263694848,business,Barclays and U.K. regulators embrace bitcoin in deal with startup https://t.co/43JrpdAtIV https://t.co/6BlNZXqA36,113,barclays uk regulators embrace bitcoin deal startup  ,0.0,0.0,3,53,121,0.0,0.0,en,"OTHER,PERSON,LOCATION,NUMBER,ORGANIZATION",
30,bitcoin,https://twitter.com/FT/status/717786465665728512,2016-04-06 18:50:03+00:00,717786465665728512,FT,Barclays is teaming with a Goldman-backed start-up to use bitcoin for payments https://t.co/9Q4AFGlhUK https://t.co/zw8ZpOLv5l,126,barclays teaming goldmanbacked startup use bitcoin payments  ,0.0,0.0,3,61,187,0.10000000149011612,0.10000000149011612,en,"OTHER,PERSON,NUMBER,ORGANIZATION",
31,bitcoin,https://twitter.com/FT/status/717855671358767108,2016-04-06 23:25:03+00:00,717855671358767108,FT,Barclays is teaming with a Goldman-backed start-up to use bitcoin for payments https://t.co/4yhWRaxNXk https://t.co/fQQG9nEVaZ,126,barclays teaming goldmanbacked startup use bitcoin payments  ,0.0,0.0,3,61,186,0.10000000149011612,0.10000000149011612,en,"OTHER,PERSON,NUMBER,ORGANIZATION",
32,bitcoin,https://twitter.com/business/status/717992508542873600,2016-04-07 08:28:48+00:00,717992508542873600,business,Barclays and British regulators are embracing bitcoin https://t.co/43JrpdAtIV https://t.co/8iEYU0fOJz,101,barclays british regulators embracing bitcoin  ,0.0,0.0,3,47,120,-0.20000000298023224,0.20000000298023224,en,"OTHER,LOCATION,NUMBER,ORGANIZATION",
33,bitcoin,https://twitter.com/WSJ/status/718033729701195776,2016-04-07 11:12:36+00:00,718033729701195776,WSJ,Bitcoin’s blockchain technology proves itself in Wall Street test https://t.co/0KQhVdubFj,89,bitcoins blockchain technology proves wall street test ,0.3,0.0,4,55,31,0.0,0.0,en,"OTHER,NUMBER",
34,bitcoin,https://twitter.com/WSJ/status/718102046277296131,2016-04-07 15:44:04+00:00,718102046277296131,WSJ,Bitcoin's blockchain takes a big step toward mainstream at JPMorgan and Citi https://t.co/fjjJM4Osl0  🔓,103,bitcoins blockchain takes big step toward mainstream jpmorgan citi   ,0.0,0.1,3,69,30,0.0,0.0,en,"OTHER,LOCATION,ORGANIZATION",
35,bitcoin,https://twitter.com/WSJ/status/718205986197139456,2016-04-07 22:37:05+00:00,718205986197139456,WSJ,Bitcoin's blockchain takes a big step toward mainstream at J.P. Morgan and Citi https://t.co/uWGDsMTGf9 🔓,105,bitcoins blockchain takes big step toward mainstream jp morgan citi  ,0.0,0.1,3,69,29,0.10000000149011612,0.10000000149011612,en,"OTHER,LOCATION,ORGANIZATION",
36,bitcoin,https://twitter.com/WSJ/status/718262662405189632,2016-04-08 02:22:18+00:00,718262662405189632,WSJ,Bitcoin's blockchain takes a big step toward mainstream at J.P. Morgan and Citi https://t.co/w18DFHmQA8 🔓,105,bitcoins blockchain takes big step toward mainstream jp morgan citi  ,0.0,0.1,3,69,28,0.10000000149011612,0.10000000149011612,en,"OTHER,LOCATION,ORGANIZATION",
37,bitcoin,https://twitter.com/WSJ/status/718999923262414848,2016-04-10 03:11:54+00:00,718999923262414848,WSJ,Bitcoin's blockchain takes a big step toward mainstream at JPMorgan and Citi https://t.co/ewWJ9T4yHx  🔓,103,bitcoins blockchain takes big step toward mainstream jpmorgan citi   ,0.0,0.1,3,69,27,0.0,0.0,en,"OTHER,LOCATION,ORGANIZATION",
38,bitcoin,https://twitter.com/business/status/719069963672285184,2016-04-10 07:50:13+00:00,719069963672285184,business,Barclays embraces bitcoin https://t.co/43JrpdAtIV https://t.co/LtjIw5x27z,73,barclays embraces bitcoin  ,0.0,0.0,3,27,119,0.30000001192092896,0.30000001192092896,en,"OTHER,NUMBER,ORGANIZATION",
39,bitcoin,https://twitter.com/WSJ/status/719262447715098624,2016-04-10 20:35:05+00:00,719262447715098624,WSJ,Bitcoin's blockchain takes a big step toward mainstream at JPMorgan and Citi https://t.co/nTzMM0U0Ei 🔓,102,bitcoins blockchain takes big step toward mainstream jpmorgan citi  ,0.0,0.1,3,68,26,0.0,0.0,en,"OTHER,LOCATION,ORGANIZATION",
40,bitcoin,https://twitter.com/WSJ/status/719351763187470336,2016-04-11 02:29:59+00:00,719351763187470336,WSJ,Bitcoin's blockchain takes a big step toward mainstream at JPMorgan and Citi https://t.co/ufTi4YQrsR 🔓,102,bitcoins blockchain takes big step toward mainstream jpmorgan citi  ,0.0,0.1,3,68,25,0.0,0.0,en,"OTHER,LOCATION,ORGANIZATION",
41,bitcoin,https://twitter.com/WSJ/status/722467817040310272,2016-04-19 16:52:05+00:00,722467817040310272,WSJ,Is Bitcoin becoming more stable than gold? https://t.co/X7Az2ztwNr 🔓,68,bitcoin becoming stable gold  ,0.45,0.8500000000000001,4,30,24,0.10000000149011612,0.30000001192092896,en,OTHER,
42,bitcoin,https://twitter.com/FT/status/727047798126948352,2016-05-02 08:11:17+00:00,727047798126948352,FT,Australian claims to be bitcoin creater https://t.co/pUIO1gzJ7Q,63,australian claims bitcoin creater ,0.0,0.0,3,34,185,-0.20000000298023224,0.20000000298023224,en,"OTHER,LOCATION",
43,bitcoin,https://twitter.com/FT/status/727062580158685184,2016-05-02 09:10:01+00:00,727062580158685184,FT,"Bitcoin creator found? Craig Steven Wright, an Australian entrepreneur, claims to be Satoshi Nakamoto https://t.co/ufSM5R9Y8j",125,bitcoin creator found craig steven wright australian entrepreneur claims satoshi nakamoto ,0.0,0.0,3,90,184,0.0,0.10000000149011612,en,"OTHER,PERSON,LOCATION",
44,bitcoin,https://twitter.com/nytimes/status/727064016267436032,2016-05-02 09:15:44+00:00,727064016267436032,nytimes,Australian Entrepreneur Says He Created Bitcoin https://t.co/shacphile5,71,australian entrepreneur says created bitcoin ,0.0,0.0,3,45,142,-0.10000000149011612,0.10000000149011612,en,"OTHER,PERSON",
45,bitcoin,https://twitter.com/nytimes/status/727064612596764673,2016-05-02 09:18:06+00:00,727064612596764673,nytimes,An Australian entrepreneur named Craig Steven Wright says he is the creator of Bitcoin https://t.co/SG0yu910Cb,110,australian entrepreneur named craig steven wright says creator bitcoin ,0.0,0.0,3,71,141,0.0,0.0,en,"OTHER,PERSON,LOCATION",
46,bitcoin,https://twitter.com/WSJ/status/727076268940865536,2016-05-02 10:04:25+00:00,727076268940865536,WSJ,Craig Wright claims he is bitcoin inventor ‘Satoshi Nakamoto’ https://t.co/MRwI09IOnq,85,craig wright claims bitcoin inventor satoshi nakamoto ,0.0,0.0,3,54,23,-0.4000000059604645,0.4000000059604645,en,PERSON,
47,bitcoin,https://twitter.com/business/status/727087766262157312,2016-05-02 10:50:06+00:00,727087766262157312,business,"Craig Steven Wright, an Australian entrepreneur, outs himself as the creator of bitcoin, the BBC reports https://t.co/PL6veQJ2dH",128,craig steven wright australian entrepreneur outs creator bitcoin bbc reports ,0.0,0.0,3,77,118,-0.10000000149011612,0.10000000149011612,en,"OTHER,PERSON,LOCATION,ORGANIZATION",
48,bitcoin,https://twitter.com/WSJ/status/727111399944630275,2016-05-02 12:24:01+00:00,727111399944630275,WSJ,Craig Wright claims he is the Bitcoin inventor Satoshi Nakamoto https://t.co/20cLsWkzkU,87,craig wright claims bitcoin inventor satoshi nakamoto ,0.0,0.0,3,54,22,-0.30000001192092896,0.30000001192092896,en,"OTHER,PERSON,NUMBER",
49,bitcoin,https://twitter.com/FT/status/727128016711737344,2016-05-02 13:30:03+00:00,727128016711737344,FT,Why did Craig Wright reveal himself as the creator or bitcoin? Is it because he wants a Nobel prize? https://t.co/wfbzXnghAE,124,craig wright reveal creator bitcoin wants nobel prize ,0.2,0.1,4,54,183,-0.10000000149011612,1.100000023841858,en,"OTHER,PERSON,ORGANIZATION",/Finance/Investing
50,bitcoin,https://twitter.com/FT/status/727178371378102272,2016-05-02 16:50:08+00:00,727178371378102272,FT,Why did Craig Wright reveal himself as the creator or bitcoin? Is it because he wants a Nobel prize? https://t.co/wBjuTIafJ0,124,craig wright reveal creator bitcoin wants nobel prize ,0.2,0.1,4,54,182,-0.10000000149011612,1.100000023841858,en,"OTHER,PERSON,ORGANIZATION",/Finance/Investing
51,bitcoin,https://twitter.com/nytimes/status/727179618361466881,2016-05-02 16:55:06+00:00,727179618361466881,nytimes,"He says he invented Bitcoin, but not everyone is convinced https://t.co/7WWzCTYVmY https://t.co/cnKExZycXu",106,says invented bitcoin everyone convinced  ,0.0,0.0,3,42,140,-0.5,0.5,en,"OTHER,PERSON,NUMBER",
52,bitcoin,https://twitter.com/business/status/727198524295798784,2016-05-02 18:10:13+00:00,727198524295798784,business,Bitcoin's outlook is sunny as its creator emerges from the shadows https://t.co/KB3wwRMwXE https://t.co/rrlYbRwFx8,114,bitcoins outlook sunny creator emerges shadows  ,0.0,0.0,3,48,117,-0.10000000149011612,0.10000000149011612,en,"OTHER,PERSON",
53,bitcoin,https://twitter.com/WSJ/status/727225402645729281,2016-05-02 19:57:01+00:00,727225402645729281,WSJ,"Australian businessman claims to be bitcoin inventor, Detroit teachers stage a ""sickout,"" and 3 more top stories https://t.co/NpKWhHCD81",136,australian businessman claims bitcoin inventor detroit teachers stage sickout  top stories ,0.25,0.25,4,91,21,-0.5,0.5,en,"PERSON,LOCATION,NUMBER,EVENT,WORK_OF_ART",/Finance/Investing/Currencies & Foreign Exchange
54,bitcoin,https://twitter.com/business/status/727251366637375492,2016-05-02 21:40:12+00:00,727251366637375492,business,Unmasking the creator of bitcoin reveals a potentially more important mystery https://t.co/kM6MHNdETG https://t.co/YapciucxBg,125,unmasking creator bitcoin reveals potentially important mystery  ,0.4,1.0,4,65,116,0.0,0.0,en,"OTHER,PERSON",
55,bitcoin,https://twitter.com/WSJ/status/727263667713130496,2016-05-02 22:29:04+00:00,727263667713130496,WSJ,"Australian businessman claims to be bitcoin inventor, Detroit teachers stage a ""sickout,"" and 3 more top stories https://t.co/n4kDj4Tzh4",136,australian businessman claims bitcoin inventor detroit teachers stage sickout  top stories ,0.25,0.25,4,91,20,-0.5,0.5,en,"PERSON,LOCATION,NUMBER,EVENT,WORK_OF_ART",/Finance/Investing/Currencies & Foreign Exchange
56,bitcoin,https://twitter.com/business/status/727264066805321728,2016-05-02 22:30:40+00:00,727264066805321728,business,"Craig Steven Wright, an Australian entrepreneur, outs himself as the creator of bitcoin https://t.co/PL6veQJ2dH https://t.co/ogTgQkHxlP",135,craig steven wright australian entrepreneur outs creator bitcoin  ,0.0,0.0,3,66,115,0.10000000149011612,0.10000000149011612,en,"OTHER,PERSON,LOCATION",
57,bitcoin,https://twitter.com/FT/status/727279039560425472,2016-05-02 23:30:09+00:00,727279039560425472,FT,Why should anyone care about the creator of bitcoin? Here's your guide:  https://t.co/pWVDH1XqTs https://t.co/DDvJWdT2So,120,anyone care creator bitcoin heres guide   ,0.0,0.0,3,42,181,-0.30000001192092896,0.699999988079071,en,"OTHER,PERSON",
58,bitcoin,https://twitter.com/FT/status/727301660817645569,2016-05-03 01:00:03+00:00,727301660817645569,FT,"Here is the latest bitcoin controversy, explained: https://t.co/Zr6ghA89vr https://t.co/717yEN8mfT",98,latest bitcoin controversy explained  ,0.5,0.9,5,38,180,-0.20000000298023224,0.20000000298023224,en,"OTHER,PRICE,NUMBER",
59,bitcoin,https://twitter.com/FT/status/727307676426854400,2016-05-03 01:23:57+00:00,727307676426854400,FT,Q&amp;A: Has bitcoin creator been revealed? https://t.co/ZXRmq7ykjG,67,qa bitcoin creator revealed ,0.0,0.0,3,28,179,0.10000000149011612,0.4000000059604645,en,"OTHER,PERSON",
60,bitcoin,https://twitter.com/CNN/status/727316121871892480,2016-05-03 01:57:30+00:00,727316121871892480,CNN,Is this man the elusive creator of #Bitcoin? https://t.co/MhpaPaH6rU https://t.co/m4rPQ2zUgs,92,man elusive creator   ,0.0,0.0,3,22,136,0.0,0.5,en,"OTHER,PERSON",
61,bitcoin,https://twitter.com/business/status/727376460122611712,2016-05-03 05:57:16+00:00,727376460122611712,business,Unmasking the creator of bitcoin reveals a potentially more important mystery https://t.co/kM6MHNdETG https://t.co/M0o5z9RGgC,125,unmasking creator bitcoin reveals potentially important mystery  ,0.4,1.0,4,65,114,0.0,0.0,en,"OTHER,PERSON",
62,bitcoin,https://twitter.com/business/status/727461095699582976,2016-05-03 11:33:35+00:00,727461095699582976,business,Bitcoin's outlook is sunny as its creator emerges from the shadows https://t.co/KB3wwRMwXE https://t.co/8PgHx1QhW6,114,bitcoins outlook sunny creator emerges shadows  ,0.0,0.0,3,48,113,-0.10000000149011612,0.10000000149011612,en,"OTHER,PERSON,NUMBER",
63,bitcoin,https://twitter.com/WSJ/status/727475314830495744,2016-05-03 12:30:05+00:00,727475314830495744,WSJ,"Is this the elusive founder of Bitcoin? 
On Snapchat https://t.co/xn4XcUvvKZ
WSJ https://t.co/TJ07bgoqIL https://t.co/uqHQPQvqYd",128,elusive founder bitcoin  snapchat  wsj  ,0.0,0.0,3,40,19,0.0,0.0,en,"OTHER,PERSON",
64,bitcoin,https://twitter.com/FT/status/727508035925626880,2016-05-03 14:40:06+00:00,727508035925626880,FT,"In Tuesday's #techFT, nanobot engines, FT Robot Week, bitcoin founder found? Sign up at https://t.co/YxbLH8o3Dd https://t.co/TGmRMewTjL",135,tuesdays  nanobot engines ft robot week bitcoin founder found sign  ,0.0,0.0,3,68,178,0.0,0.0,en,"OTHER,PERSON,EVENT",
65,bitcoin,https://twitter.com/WSJ/status/727754869013123072,2016-05-04 07:00:56+00:00,727754869013123072,WSJ,"Looking for proof that Craig Wright created bitcoin?
https://t.co/W1bjs2PccJ",76,looking proof craig wright created bitcoin ,0.0,0.0,3,43,18,0.10000000149011612,0.4000000059604645,en,"OTHER,PERSON",
66,bitcoin,https://twitter.com/business/status/728237884231266306,2016-05-05 15:00:16+00:00,728237884231266306,business,Bitcoin's self-proclaimed founder backtracks on promise to publish additional proof https://t.co/fZCjwdKbIi https://t.co/vZSHOHPaMD,131,bitcoins selfproclaimed founder backtracks promise publish additional proof  ,0.0,0.0,3,77,112,-0.30000001192092896,0.30000001192092896,en,"OTHER,PERSON",
67,bitcoin,https://twitter.com/FT/status/728279369626599428,2016-05-05 17:45:07+00:00,728279369626599428,FT,The mystery around who created Bitcoin has started up again https://t.co/nEkUD3eQei https://t.co/6Dab22i98P,107,mystery around created bitcoin started  ,0.0,0.0,3,40,177,0.10000000149011612,0.10000000149011612,en,"OTHER,NUMBER",
68,bitcoin,https://twitter.com/FT/status/728584026806685696,2016-05-06 13:55:43+00:00,728584026806685696,FT,"In Friday's #techFT , social robots, sorry bitcoin 'founder', Tesla iPhone moment. Signup at https://t.co/YxbLH8o3Dd https://t.co/MRNYctWVkQ",140,fridays   social robots sorry bitcoin founder tesla iphone moment signup  ,-0.23333333333333334,0.5333333333333333,2,74,176,0.0,0.4000000059604645,en,"OTHER,PERSON,ORGANIZATION,CONSUMER_GOOD",
69,bitcoin,https://twitter.com/FT/status/728698376347357184,2016-05-06 21:30:06+00:00,728698376347357184,FT,Inside bitcoin's latest identify crisis https://t.co/ang7Lt0Rjc? https://t.co/cYlSAsWOoW,88,inside bitcoins latest identify crisis  ,0.5,0.9,5,40,175,0.10000000149011612,0.4000000059604645,en,"OTHER,PRICE,EVENT",
70,bitcoin,https://twitter.com/FT/status/728741149809233920,2016-05-07 00:20:04+00:00,728741149809233920,FT,Craig Wright's claim to be bitcoin's Satoshi was missing one thing: cryptographic proof https://t.co/asT2FmDvOu? https://t.co/3oV1c94ZzA,136,craig wrights claim bitcoins satoshi missing one thing cryptographic proof  ,-0.2,0.05,2,76,174,0.0,0.6000000238418579,en,"OTHER,PERSON,NUMBER",
71,bitcoin,https://twitter.com/FT/status/729686213435621376,2016-05-09 14:55:24+00:00,729686213435621376,FT,"Just who is the founder of bitcoin anyway? https://t.co/CTxmsSIDuI
https://t.co/746Vhvc70Z",90,founder bitcoin anyway  ,0.0,0.0,3,24,173,0.10000000149011612,0.4000000059604645,en,"OTHER,PERSON,NUMBER",
72,bitcoin,https://twitter.com/business/status/731225052469989376,2016-05-13 20:50:12+00:00,731225052469989376,business,Are cryptocurrencies going mainstream? The Winklevoss twins on ether and bitcoin https://t.co/77dj2dadTU https://t.co/uqyDZiMqRo,128,cryptocurrencies going mainstream winklevoss twins ether bitcoin  ,0.0,0.0,3,66,111,0.0,0.10000000149011612,en,"OTHER,PERSON,NUMBER",
73,bitcoin,https://twitter.com/business/status/731850449494609920,2016-05-15 14:15:18+00:00,731850449494609920,business,Are cryptocurrencies going mainstream? The Winklevoss twins on ether and bitcoin https://t.co/77dj2dadTU https://t.co/InOAfOQjz8,128,cryptocurrencies going mainstream winklevoss twins ether bitcoin  ,0.0,0.0,3,66,110,0.0,0.10000000149011612,en,"OTHER,PERSON,NUMBER",
